000000|00:00:00|00|00|00|00:00|00|00:00:00|f|f
000001|00:00:01|00|00|00|00:00|01|00:00:01|f|f
000002|00:00:02|00|00|00|00:00|02|00:00:02|f|f
000003|00:00:03|00|00|00|00:00|03|00:00:03|f|f
000004|00:00:04|00|00|00|00:00|04|00:00:04|f|f
000005|00:00:05|00|00|00|00:00|05|00:00:05|f|f
000006|00:00:06|00|00|00|00:00|06|00:00:06|f|f
000007|00:00:07|00|00|00|00:00|07|00:00:07|f|f
000008|00:00:08|00|00|00|00:00|08|00:00:08|f|f
000009|00:00:09|00|00|00|00:00|09|00:00:09|f|f
000010|00:00:10|00|00|00|00:00|10|00:00:10|f|f
000011|00:00:11|00|00|00|00:00|11|00:00:11|f|f
000012|00:00:12|00|00|00|00:00|12|00:00:12|f|f
000013|00:00:13|00|00|00|00:00|13|00:00:13|f|f
000014|00:00:14|00|00|00|00:00|14|00:00:14|f|f
000015|00:00:15|00|00|00|00:00|15|00:00:15|f|f
000016|00:00:16|00|00|00|00:00|16|00:00:16|f|f
000017|00:00:17|00|00|00|00:00|17|00:00:17|f|f
000018|00:00:18|00|00|00|00:00|18|00:00:18|f|f
000019|00:00:19|00|00|00|00:00|19|00:00:19|f|f
000020|00:00:20|00|00|00|00:00|20|00:00:20|f|f
000021|00:00:21|00|00|00|00:00|21|00:00:21|f|f
000022|00:00:22|00|00|00|00:00|22|00:00:22|f|f
000023|00:00:23|00|00|00|00:00|23|00:00:23|f|f
000024|00:00:24|00|00|00|00:00|24|00:00:24|f|f
000025|00:00:25|00|00|00|00:00|25|00:00:25|f|f
000026|00:00:26|00|00|00|00:00|26|00:00:26|f|f
000027|00:00:27|00|00|00|00:00|27|00:00:27|f|f
000028|00:00:28|00|00|00|00:00|28|00:00:28|f|f
000029|00:00:29|00|00|00|00:00|29|00:00:29|f|f
000030|00:00:30|00|00|00|00:00|30|00:00:30|f|f
000031|00:00:31|00|00|00|00:00|31|00:00:31|f|f
000032|00:00:32|00|00|00|00:00|32|00:00:32|f|f
000033|00:00:33|00|00|00|00:00|33|00:00:33|f|f
000034|00:00:34|00|00|00|00:00|34|00:00:34|f|f
000035|00:00:35|00|00|00|00:00|35|00:00:35|f|f
000036|00:00:36|00|00|00|00:00|36|00:00:36|f|f
000037|00:00:37|00|00|00|00:00|37|00:00:37|f|f
000038|00:00:38|00|00|00|00:00|38|00:00:38|f|f
